stores,,,,,,,,,,,,,,,,
MONTH,CITY,STORE,STATUS,ZONE MAPPING,ORDER COUNT,CART SALES,DISCOUNT,NET REVENUE,IDEAL FOOD COST,GROSS MARGIN,KITCHEN EBITDA,VARIANCE,REVENUE COHORT,CM COHORT,EBITDA CATEGORY,EBITDA COHORT
Nov-2023,Ahmedabad,Hopkins-Singleton,Inactive,South,13479,6702717.95,1433015.78,5357876.4,2200175.01,3107581.03,1900578.57,15134.83,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%
Dec-2023,Ahmedabad,Hopkins-Singleton,Inactive,South,13436,6178652.1,1210751.09,5047051.99,2471372.27,2462180.75,1048489.88,16218.24,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Jan-2024,Ahmedabad,Hopkins-Singleton,Inactive,South,7287,3052486.2,615788.35,2521956.35,1094150.69,1356156.6,-36067.28,19517.85,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Feb-2024,Ahmedabad,Hopkins-Singleton,Inactive,South,14653,5524226.05,933502.78,4715608.96,1531907.44,3059883.35,1567670.7,15738.07,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Mar-2024,Ahmedabad,Hopkins-Singleton,Inactive,South,12097,3698918.84,590455.91,3217912.59,1386209.72,1713867.81,331127.31,20784.61,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%
Oct-2023,Pune,"Savage, Cunningham and Foster",Active,North,10379,3946818.19,1017606.6,3042315.1,964921.66,2005551.13,629409.23,22356.31,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Nov-2023,Pune,"Savage, Cunningham and Foster",Active,North,10738,4687688.77,1003542.54,3804649.7,1209104.23,2451954.91,1169993.23,12253.96,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Dec-2023,Pune,"Savage, Cunningham and Foster",Active,North,11658,3628851.39,830134.52,2828691.63,1117347.24,1649260.34,301707.04,17341.5,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%
Jan-2024,Pune,"Savage, Cunningham and Foster",Active,North,9925,3470843.96,568164.42,2928265.6,896995.36,1897569.46,581053.41,13570.66,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Feb-2024,Pune,"Savage, Cunningham and Foster",Active,North,11261,4150623.66,743148.47,3447669.99,1443387.8,1952450.26,536975.04,18614.11,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%
Mar-2024,Pune,"Savage, Cunningham and Foster",Active,North,11624,5105873.33,806338.39,4364251.36,1526831.15,2757641.5,1572904.6,12214.97,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Oct-2023,Hyderabad,Pacheco Ltd,Active,South,12270,6004377.22,970952.4,5119004.23,1964548.34,3080474.72,1563019.29,12345.44,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%
Nov-2023,Hyderabad,Pacheco Ltd,Active,South,10574,4971972.92,1440585.47,3636958.32,1422218.14,2122189.61,781544.28,11604.15,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Dec-2023,Hyderabad,Pacheco Ltd,Active,South,13593,6670510.43,1784651.12,4990030.8,1939386.08,2911915.62,1509825.03,19996.45,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Jan-2024,Hyderabad,Pacheco Ltd,Active,South,10131,3800913.84,873546.9,3033269.62,1226593.3,1755490.79,444633.96,14131.78,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Feb-2024,Hyderabad,Pacheco Ltd,Active,South,9795,3545832.8,812656.92,2829370.7,971932.94,1736768.32,372986.23,26300.16,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Mar-2024,Hyderabad,Pacheco Ltd,Active,South,11315,4826825.52,1245377.57,3659165.55,1115632.41,2408471.32,1001858.2,22318.09,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Oct-2023,Bangalore,"Foster, Davis and Smith",Active,West,12698,6216056.14,1276166.36,5049089.06,2036606.54,2888540.73,1420681.12,15095.18,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Nov-2023,Bangalore,"Foster, Davis and Smith",Active,West,11681,4112373.61,910218.84,3314903.08,1247292.02,1963282.31,648608.84,14921.88,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Dec-2023,Bangalore,"Foster, Davis and Smith",Active,West,13932,4947893.06,1333369.52,3708871.59,1486666.84,2104760.64,682869.51,16858.7,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Jan-2024,Bangalore,"Foster, Davis and Smith",Active,West,9652,4358990.68,1043834.15,3442835.08,1491852.63,1803243.56,477162.35,24574.21,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Feb-2024,Bangalore,"Foster, Davis and Smith",Active,West,10811,3958790.54,915932.98,3076817.18,970710.21,2038955.67,690284.11,11832.76,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Mar-2024,Bangalore,"Foster, Davis and Smith",Active,West,9126,3721946.63,843308.48,3014542.66,1109668.26,1844657.17,515124.84,26668.14,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Oct-2023,Hyderabad,Price Group,Active,East,7508,3516284.36,643146.73,2923590.35,880619.94,1974255.91,538170.62,10096,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Nov-2023,Hyderabad,Price Group,Active,East,8648,2766578.29,542143.52,2311687.34,701094.18,1476150.86,149345.44,16224.11,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Dec-2023,Hyderabad,Price Group,Active,East,12715,3933095.09,845033.98,3208744.67,1521622.77,1613628.98,319889.89,16937.14,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Jan-2024,Hyderabad,Price Group,Active,East,7951,2590026.42,401869.91,2257425.49,733383.73,1375399.11,-126376.24,24393.1,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Feb-2024,Hyderabad,Price Group,Active,East,13540,5157430.42,999133.93,4225070.18,1424573.21,2677772.74,1324436.77,20001.85,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Mar-2024,Hyderabad,Price Group,Active,East,8655,3346737.63,565322.25,2870046.28,1020878.27,1742024.14,370234.96,26197.43,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Oct-2023,Ahmedabad,"Wheeler, Moses and Wilson",Inactive,South,10243,4231267.55,911598.68,3419367.28,1565304.38,1802028.82,385378.95,14942.9,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Nov-2023,Ahmedabad,"Wheeler, Moses and Wilson",Inactive,South,9942,4087894.09,1138742.49,3071604.97,1189053.08,1824604.72,332251.94,18213.52,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Dec-2023,Ahmedabad,"Wheeler, Moses and Wilson",Inactive,South,7990,3449817.85,706560.37,2851113.78,1277066.86,1502547.7,45002.84,15249.13,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Jan-2024,Ahmedabad,"Wheeler, Moses and Wilson",Inactive,South,14608,6019171.24,1086952.48,4988117,1763529.87,3135193.83,1771822.05,20870.72,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Feb-2024,Ahmedabad,"Wheeler, Moses and Wilson",Inactive,South,13375,6662261.94,1279548.21,5496002.72,2176875.39,3245632.47,2015473.18,29830.15,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%
Mar-2024,Ahmedabad,"Wheeler, Moses and Wilson",Inactive,South,8278,2946032.87,548418.04,2510150.83,728115.67,1653561.65,181084.51,14132.24,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Oct-2023,Ahmedabad,"Mercado, Gonzalez and Miles",Inactive,East,8240,3377855.61,743292.8,2689377.07,1231918.55,1321322.25,-35423.31,11053.47,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Nov-2023,Ahmedabad,"Mercado, Gonzalez and Miles",Inactive,East,7256,3137089.04,887775.49,2356278.01,986146.56,1230448.55,-58800.62,24366.97,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Dec-2023,Ahmedabad,"Mercado, Gonzalez and Miles",Inactive,East,9550,4648031.44,1064457.13,3687780.94,1177571.43,2439783.03,1243413.72,28784.48,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Jan-2024,Ahmedabad,"Mercado, Gonzalez and Miles",Inactive,East,7293,3019477.74,504057.97,2629504.83,903941.92,1645737.19,94811.34,10966.78,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Feb-2024,Ahmedabad,"Mercado, Gonzalez and Miles",Inactive,East,10403,5197969.55,921200.11,4410088.22,1665308.4,2625951.35,1183461.72,17229.57,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Mar-2024,Ahmedabad,"Mercado, Gonzalez and Miles",Inactive,East,9716,3656496.72,723492.7,2967472.37,1187327.34,1722917.61,185993.18,15699.37,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%
Oct-2023,Ahmedabad,Adams LLC,Inactive,East,14545,6031005.58,1794687.87,4286319.01,1797922.13,2343710.14,1065021.26,12441.08,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Nov-2023,Ahmedabad,Adams LLC,Inactive,East,10392,3591659.9,709539.9,2935494.03,1088373.23,1746053.86,431254.1,20990.45,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Dec-2023,Ahmedabad,Adams LLC,Inactive,East,12388,5336266.42,876427.34,4538510.9,1577613.19,2887443.3,1654361.51,21364.17,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Jan-2024,Ahmedabad,Adams LLC,Inactive,East,7003,3352738.67,632027,2781729.09,1314500.33,1391664.56,-28323.76,29553.35,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Feb-2024,Ahmedabad,Adams LLC,Inactive,East,11897,5697872.15,864617.86,4875847.3,1724181.14,3021089.78,1832823.25,11482.38,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Mar-2024,Ahmedabad,Adams LLC,Inactive,East,14285,6832627.47,1032481.88,5882855.46,1852343.38,3958408.57,2544886.12,14212.05,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Oct-2023,Hyderabad,Sanders Ltd,Inactive,North,13311,6325082.97,1446185.3,4975496.42,2110674.53,2789110.42,1402192.2,15070.12,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Nov-2023,Hyderabad,Sanders Ltd,Inactive,North,13837,4559667.77,995877.36,3658380.43,1705087.63,1898468.39,610188.51,10981.18,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%
Dec-2023,Hyderabad,Sanders Ltd,Inactive,North,13704,5409077.46,1417097.16,4043987.38,1386647.67,2551544.84,1329057.96,15576.75,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Jan-2024,Hyderabad,Sanders Ltd,Inactive,North,14562,5408785.76,1340187.54,4148258.1,1787692.6,2298861.04,867396.03,10539.7,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Feb-2024,Hyderabad,Sanders Ltd,Inactive,North,14586,5966361.64,1579909.26,4448761.93,1481648.66,2832841.36,1564502.17,17976.73,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%
Mar-2024,Hyderabad,Sanders Ltd,Inactive,North,14435,6959031.58,1568722.49,5437909.9,2390378.2,2899439.93,1407262.41,13279.76,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Oct-2023,Bangalore,"Jackson, Nelson and Collins",Active,South,13685,4281694.06,706261.89,3652986.96,1272707.91,2277881.63,1179686.59,26944.19,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Nov-2023,Bangalore,"Jackson, Nelson and Collins",Active,South,10598,4165604.46,1035193.04,3246390.71,1490965.12,1687242.89,357676.79,24592.13,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%
Dec-2023,Bangalore,"Jackson, Nelson and Collins",Active,South,11779,4605436.04,1207383.18,3525403.83,1674221.84,1729264.8,265764.36,13738.19,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%
Jan-2024,Bangalore,"Jackson, Nelson and Collins",Active,South,12301,5998546.54,939635.77,5097139.27,1969848.34,3063952.48,1734289.72,24638.08,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Feb-2024,Bangalore,"Jackson, Nelson and Collins",Active,South,10461,4262559.88,939411.68,3368146.2,1414009.36,1863187.21,515216.73,17049.26,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Mar-2024,Bangalore,"Jackson, Nelson and Collins",Active,South,13774,6378545.17,1835459.84,4600001.66,1389870.59,3099906.48,1647582.44,14672.39,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Oct-2023,Bangalore,Dean-Richardson,Active,East,12292,5076639.68,1118048.46,4068614.6,1860577.87,2155656.13,925317.12,20354.81,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Nov-2023,Bangalore,Dean-Richardson,Active,East,11089,4852917.03,1240978.47,3688611.28,1498121.61,2056725.97,714152.98,15993.84,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Dec-2023,Bangalore,Dean-Richardson,Active,East,10915,3924706.57,1147858.55,2909679.72,1235067.42,1529724.14,279113.1,23352.14,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Jan-2024,Bangalore,Dean-Richardson,Active,East,7481,3348248.49,772386.22,2660325.41,957748.91,1645286.57,304779.11,21275.57,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Feb-2024,Bangalore,Dean-Richardson,Active,East,12137,4704378.35,1253227.98,3540529.87,1044990.5,2387302.31,1076345.66,16491.57,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Mar-2024,Bangalore,Dean-Richardson,Active,East,13547,6726336.04,1823870.18,5010045.67,2143702.7,2737094.23,1492760.91,18097.94,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Oct-2023,Hyderabad,Sanchez and Sons,Active,North,11767,5589047.22,1430681.2,4289812.94,1494143.17,2652104.26,1324171.15,10632.3,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Nov-2023,Hyderabad,Sanchez and Sons,Active,North,9159,3191983.81,788010.25,2454352.71,773486.03,1562860.54,322375.5,10177.33,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%
Dec-2023,Hyderabad,Sanchez and Sons,Active,North,12180,3751779.55,870372.11,2959125.96,1062272.43,1802643.16,483768.38,17447.33,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Jan-2024,Hyderabad,Sanchez and Sons,Active,North,9644,3685824.61,885733.33,2877747.19,1391404.69,1351154.25,15829.28,10964.04,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%
Feb-2024,Hyderabad,Sanchez and Sons,Active,North,14702,4626378.36,975165.92,3746883.12,1249200.6,2376115.14,1005885.78,25143.33,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Mar-2024,Hyderabad,Sanchez and Sons,Active,North,13696,4281090.91,885129.73,3515616.66,1503484.54,1924661.68,554963.05,28391.18,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Oct-2023,Hyderabad,Harris Ltd,Active,East,11910,4997897.82,887298.97,4209228.84,1764803.7,2381782.52,1043186.46,25426.27,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Nov-2023,Hyderabad,Harris Ltd,Active,East,11869,4478815.18,1186162.74,3341310.54,1087075.78,2186276.64,795773.81,12335.06,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%
Dec-2023,Hyderabad,Harris Ltd,Active,East,13464,5107000.83,1525142.58,3677793,1627014.81,1949381.54,470970.12,20322.49,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Jan-2024,Hyderabad,Harris Ltd,Active,East,7189,3354665.84,525928.29,2925345.85,1131098.66,1657877.54,243980.75,27981.78,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Feb-2024,Hyderabad,Harris Ltd,Active,East,10052,4696521.18,1182165.46,3640422.36,1425602.39,2110972.37,779800.25,24334.27,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Mar-2024,Hyderabad,Harris Ltd,Active,East,13487,5555012.73,1610452.85,4073322.54,1489994.53,2452640.87,1141668.98,22719,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Oct-2023,Bangalore,Alvarez and Sons,Inactive,East,9348,3833600.72,751746.28,3191497.15,1298543.6,1807496.77,280751.37,17145.42,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%
Nov-2023,Bangalore,Alvarez and Sons,Inactive,East,8200,3013360.12,748481.3,2415723.16,1052751.49,1271987.06,-84989.59,24247.25,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Dec-2023,Bangalore,Alvarez and Sons,Inactive,East,12825,4014879.56,1119803.66,3007269.11,871578.94,1999798.94,430047.9,15798.74,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Jan-2024,Bangalore,Alvarez and Sons,Inactive,East,8158,3084278.6,883490.82,2314214.18,674304.98,1576805.48,268184.22,14229.45,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%
Feb-2024,Bangalore,Alvarez and Sons,Inactive,East,8689,3488952.95,885726.71,2696089.59,1135723.7,1468592.27,114302.4,13922.79,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%
Mar-2024,Bangalore,Alvarez and Sons,Inactive,East,13677,5476766.29,1352020.5,4187206.29,1358865.61,2755063.45,1445704.88,15630.92,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Oct-2023,Pune,Sanders-Garcia,Active,West,10587,4164151.61,886863.59,3415321.87,1280010.33,2006236.73,882761.92,15151.35,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Nov-2023,Pune,Sanders-Garcia,Active,West,10406,3727235.25,1075121.48,2743134.55,1144004.31,1491502.18,220632.21,17122.12,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Dec-2023,Pune,Sanders-Garcia,Active,West,9563,3797224.2,684117.49,3225560.32,1210491.99,1907933.17,513695.67,16644.56,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Jan-2024,Pune,Sanders-Garcia,Active,West,11522,5397946.56,1012438.3,4472964.17,2051083.98,2357314.98,1020778.25,21320.95,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%
Feb-2024,Pune,Sanders-Garcia,Active,West,12577,3901987.94,985034.38,2988583.15,998816.3,1883226.51,544653.68,11998.74,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Mar-2024,Pune,Sanders-Garcia,Active,West,14719,5340076.53,1018418.02,4420205.25,1881169.24,2465922.92,1172699.53,11046.12,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Oct-2023,Bangalore,Chen-Smith,Inactive,South,11770,4641539.87,1214130.85,3481005.98,1086025.83,2334978.34,985617.12,19397.8,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%
Nov-2023,Bangalore,Chen-Smith,Inactive,South,14639,5779665.21,1671161.63,4198401.93,1526621.13,2556248.19,1092450.26,18918.48,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Dec-2023,Bangalore,Chen-Smith,Inactive,South,7885,3539159,1010433.97,2645500.34,1058699.63,1533233.27,209819.33,15386.92,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Jan-2024,Bangalore,Chen-Smith,Inactive,South,13913,6151402.68,1828451.63,4466239.63,2099445.34,2246315.86,904638.21,13919.57,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%
Feb-2024,Bangalore,Chen-Smith,Inactive,South,7561,2853449.88,577754.7,2387602.37,798325.01,1483017.21,288179.45,27831.61,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%
Mar-2024,Bangalore,Chen-Smith,Inactive,South,7727,3728831.82,672428.68,3123589.75,1154622.23,1842607.08,432917.72,10118.84,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%
Oct-2023,Pune,Bowman-Martinez,Inactive,West,14483,4914333.68,1404004.32,3604278.74,1747970.54,1710133.66,104811.34,16338.58,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%
Nov-2023,Pune,Bowman-Martinez,Inactive,West,7604,3256336.4,939584.61,2434925.12,954730.62,1366530.4,87095.69,26960.56,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Dec-2023,Pune,Bowman-Martinez,Inactive,West,10178,3855547.56,890427.5,3067102.5,1267177.52,1660496.71,218266.14,16719.18,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Jan-2024,Pune,Bowman-Martinez,Inactive,West,8248,3627019.93,632342.36,3054749.22,1247900.06,1682234.11,339239.36,19392.97,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Feb-2024,Pune,Bowman-Martinez,Inactive,West,9923,3648111.39,731667.79,3022857.05,1438915.25,1488875.09,180703.38,24515.13,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Mar-2024,Pune,Bowman-Martinez,Inactive,West,7836,2357108.42,495574.45,1938239.51,865585.99,939657.73,-412748.64,18549.88,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Oct-2023,Mumbai,Richards Inc,Inactive,East,12565,4772082.02,1278076.73,3599240.95,1204869.86,2258848.05,1112789.4,11836.67,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Nov-2023,Mumbai,Richards Inc,Inactive,East,13027,5380665.62,1300588.32,4198241.35,1807357.41,2334847.36,975597.75,29773.13,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%
Dec-2023,Mumbai,Richards Inc,Inactive,East,7885,2627944.63,746731.36,2024658.86,701980.57,1193737.49,-222236.73,11785.62,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%
Jan-2024,Mumbai,Richards Inc,Inactive,East,14416,4597164.71,821111.36,3894766.03,1662463.81,2107139.14,798324.26,27340.63,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%
Feb-2024,Mumbai,Richards Inc,Inactive,East,12719,5795096.06,1646368.01,4189122.24,1740310.82,2299839.13,896371.71,20696.36,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Mar-2024,Mumbai,Richards Inc,Inactive,East,10349,3699353.13,941844.88,2858616.05,1235286.04,1556471.81,79221.55,13680.6,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%
Oct-2023,Bangalore,"Andrews, Reed and Silva",Inactive,South,7470,2471309.14,538686.11,1981164.97,750599.86,1101102.43,-206851.81,15821.58,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%
Nov-2023,Bangalore,"Andrews, Reed and Silva",Inactive,South,9027,3243162.08,763599.61,2506227.88,1002654.78,1440520.96,-148666.92,26840.16,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%
Dec-2023,Bangalore,"Andrews, Reed and Silva",Inactive,South,7111,2594006.22,625958.53,2049352.53,843829.25,1152917.49,-247704.19,25483.81,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%
Jan-2024,Bangalore,"Andrews, Reed and Silva",Inactive,South,9158,3112322.06,560892.08,2622798.01,1063682.88,1464378.28,141404.89,14025.06,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Feb-2024,Bangalore,"Andrews, Reed and Silva",Inactive,South,7954,2392001.17,631384.85,1814244.21,583148.38,1128049.53,-153061.52,20993.69,More than 40 lacs,10% to 20%,EBITDA +ve,More than 20%
Mar-2024,Bangalore,"Andrews, Reed and Silva",Inactive,South,8220,2848572.28,442148.97,2447600.26,1158987.85,1167909.02,-164357.3,25013.78,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%
Oct-2023,Hyderabad,Warren-Mcknight,Active,South,12889,4970383.63,1046519.49,4016828.98,1216871.89,2746165.4,1423692.85,22639.64,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%
Nov-2023,Hyderabad,Warren-Mcknight,Active,South,8645,3881067.32,846425.89,3150284.88,966366.12,2077690.6,718776.22,14414.01,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%
Dec-2023,Hyderabad,Warren-Mcknight,Active,South,11999,4478058.94,1263046.51,3296325.02,1241436.47,1990783.58,644219.75,21492.84,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%
Jan-2024,Hyderabad,Warren-Mcknight,Active,South,12892,5965907.53,1622270.51,4412067.57,1508156.01,2764724.04,1466838.18,18197.61,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%
Feb-2024,Hyderabad,Warren-Mcknight,Active,South,10688,5139140.29,948660.61,4224936.06,2073123.77,2076159.03,740577.99,10665.71,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%
Mar-2024,Hyderabad,Warren-Mcknight,Active,South,14568,5482262.02,1059120.85,4484270,1625728.69,2749274.91,1405854.78,14873.08,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%
Oct-2023,Mumbai,"Webb, Brown and Reeves",Active,West,8073,3928345.81,1034557.84,2970560.6,1337632.96,1493927.89,171422.87,13452.81,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%
Nov-2023,Mumbai,"Webb, Brown and Reeves",Active,West,7616,3357576.66,877446.51,2524600.13,749919.05,1632577.64,509369.31,25364.45,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%
